EEG,Label
13.301383929902352,AW
5.587133594765551,AW
-23.624523222030234,AW
15.319823481651166,AW
4.375330658674942,AW
-6.954119016725333,AW
12.741015994356422,AW
-16.488111006810634,AW
-24.49487364747557,AW
11.940938830863274,AW
5.639985720551437,AW
-23.602101863315028,AW
15.554293231269334,AW
9.561196295635256,AW
-15.09896803953108,AW
-1.0829586353322114,AW
12.935664041270176,AW
8.040402292768814,AW
3.3889002160885706,AW
-7.535606820878867,AW
-7.101163067381873,AW
15.99156449931918,AW
4.914647845480932,AW
-4.279530679552683,AW
10.630653904316969,AW
-3.840781947717166,AW
-4.982960402478451,AW
3.9866204350069374,AW
-3.9776078194640707,AW
-5.47652175894803,AW
-7.433051479568178,AW
-3.969277566774199,AW
-5.17374157388696,AW
-2.0011478225513155,AW
-7.155957234557438,AW
-6.332719932242839,AW
-6.111696364617439,AW
-5.155544138369523,AW
-7.903515445762577,AW
-4.91140759734976,AW
-5.305480237602466,AW
-9.263555508707729,AW
13.416718746092897,AW
10.60053358006783,AW
-4.672394582120736,AW
-7.028817193602572,AW
-4.125599118885291,AW
9.936148027893086,AW
1.0889494040534369,AW
-20.697130440828293,AW
-23.362870176743446,AW
-10.675873678600876,AW
7.187603688044776,AW
-0.666321425917535,AW
-11.367405212620339,AW
4.8895390014880284,AW
1.586531204330862,AW
-5.631361388150669,AW
11.158787575616731,AW
26.5120937363253,AW
18.940763129489984,AW
19.918098933664385,AW
35.63268788107994,AW
-1.0262783858278008,AW
-10.75928245165562,AW
6.627330984581198,AW
-7.077859391328026,AW
-10.57800621462636,AW
23.297345663242055,AW
17.35987435851942,AW
2.704559911538269,AW
1.0487151024839099,AW
-1.6536312710588628,AW
17.963412452264855,AW
7.12645146944856,AW
-6.6345261531871875,AW
5.5615614604440875,AW
-11.003018779146622,AW
-7.861886610047285,AW
2.766439550215615,AW
5.714707539584927,AW
-11.080623020958386,AW
-8.180724362848602,AW
8.9626150320161,AW
-1.9270885700131601,AW
-6.2944275173963895,AW
-0.2660546402671302,AW
-10.82728133834904,AW
-16.672940245666567,AW
10.51881573706973,AW
6.227863608186636,AW
-21.25892661426101,AW
-2.907195717729502,AW
12.181754965856324,AW
1.7340931847989038,AW
-5.23240237391252,AW
-4.9438462337679585,AW
11.435932359981306,AW
6.796701486118108,AW
-4.710806302091622,AW
-19.050139189806842,AW
5.736939520488994,AW
1.3935640162602967,AW
-9.988033797891703,AW
0.99096892847004,AW
-0.7984614369984602,AW
-13.863336341807353,AW
-5.475152146777857,AW
-8.06835090148186,AW
1.106781889037281,AW
21.376661996791242,AW
-8.058446718866431,AW
12.722288109526431,AW
6.847156746165031,AW
-28.300408360905166,AW
-21.798424089644143,AW
6.236946974837009,AW
11.309359804347315,AW
3.7110520802761195,AW
-0.6623817051958278,AW
15.206788224733,AW
-0.46280183364801,AW
-30.7983867216479,AW
15.709181685034412,AW
13.560423507842355,AW
3.9418818205708464,AW
11.051864408316263,AW
3.1635628207655575,AW
-11.237809340942832,AW
12.625395979484923,AW
-1.912057804852651,AW
-18.092093012059742,AW
10.88611579375567,AW
-2.7772748127735642,AW
-7.849828080184359,AW
4.947512519523294,AW
-4.082868645137275,AW
-5.116730965021485,AW
4.046924042768358,AW
17.90866239490572,AW
4.5606733679695415,AW
2.876712375138852,AW
-4.262887081674327,AW
1.9329529387438367,AW
-3.30252448489542,AW
-10.361851901531292,AW
-3.469417055771041,AW
-0.005695664127438604,AW
-28.994259591236535,AW
3.1120018892003722,AW
10.441119890395028,AW
6.864328271092461,AW
0.8245983845303222,AW
-11.900088022787578,AW
-2.3229262966855853,AW
5.511121431500424,AW
0.9861262077526947,AW
-2.2941753572867825,AW
14.928820763302996,AW
-11.395560942013635,AW
10.632254600305075,AW
13.865356942481366,AW
-12.89413999511584,AW
-1.2452683987800413,AW
10.41339908220792,AW
-1.6665647046535152,AW
10.06607121890513,AW
14.412354670871228,AW
4.023231214507071,AW
-1.550553046190207,AW
4.291522673333798,AW
-14.150226819607877,AW
7.024294202420722,AW
-3.33504709349536,AW
-14.828604663857377,AW
11.693052383490764,AW
9.879151618816133,AW
-13.821264436330399,AW
