1,0.42624
2,0.46583
3,-0.68132
4,0.15543
5,0.51251
6,-1.1402
7,1.238
8,-0.92785
9,1.3505
10,0.74038
11,1.0728
12,-1.1164
13,-0.059133
14,0.95854
15,-0.68939
16,-1.1328
17,-0.86088
18,0.0012605
19,0.80598
20,0.28964
21,-0.99156
22,-0.38919
23,0.65979
24,-1.1226
25,-0.085105
26,1.0394
27,-0.3532
28,0.99945
29,0.0016019
30,-0.016255
31,0.84126
32,0.22326
33,-0.49297
34,-0.44561
35,-0.95364
36,-0.8203
37,-1.124
38,1.0975
39,-0.46258
40,-0.8906
41,-1.1365
42,-1.1401
43,-1.0129
44,-0.70345
45,0.55164
46,-1.0471
47,-1.1392
48,0.61318
49,-0.55467
50,-0.99141
51,-1.031
52,-1.0799
53,1.004
54,-0.80585
55,-0.88734
56,0.18808
57,0.69421
58,0.47362
59,-1.1336
60,0.76524
61,-0.56068
62,-1.0266
63,-1.0485
64,-1.0944
65,-1.116
66,-0.80339
67,-0.072762
68,1.3236
69,-0.1861
70,-1.132
71,0.52281
72,-1.1349
73,1.0235
74,-1.0332
75,0.64613
76,-1.0776
77,-0.53667
78,0.7215
79,1.3077
80,0.4415
81,-0.59822
82,-1.0841
83,-0.48217
84,1.1268
85,0.69009
86,1.0312
87,0.85357
88,0.8641
89,0.79968
90,-0.29618
91,-1.0666
92,-0.87424
93,-0.42934
94,-0.16608
95,0.18746
96,-1.1148
97,1.2815
98,-1.0687
99,-0.12393
100,-1.0652
101,0.54432
102,-0.93498
103,-0.65362
104,0.5303
105,-1.1108
106,1.0996
107,-0.77524
108,-1.14
109,-1.0396
110,-0.88983
111,-0.44274
112,0.69291
113,0.29289
114,-0.95375
115,-1.1401
116,-1.0129
117,0.20795
118,-0.54942
119,-0.61541
120,-0.07471
121,-0.99019
122,0.54434
123,-1.1386
124,0.91052
125,-0.94082
126,-0.90394
127,0.64289
128,-0.20089
129,-1.0483
130,-1.1127
131,-0.55484
132,1.0946
133,-0.86056
134,-1.0429
135,0.68076
136,-0.71724
137,-1.0361
138,-0.0015847
139,1.3133
140,-0.22706
141,-0.99722
142,-1.1179
143,-0.51187
144,0.99768
145,0.42344
146,-0.10496
147,-0.76626
148,-1.1314
149,-0.91451
150,0.40916
151,0.048102
152,-1.0214
153,-0.85476
154,0.1999
155,0.802
156,0.19917
157,-1.1253
158,-0.57183
159,1.2532
160,-0.70623
161,-1.1134
162,-0.13892
163,0.76905
164,-0.68631
165,-1.1399
166,-0.76298
167,0.82349
168,-0.12569
169,-1.0877
170,-0.78154
171,0.85876
172,-0.26857
173,-0.89411
174,-1.0608
175,-1.1347
176,-0.80077
177,0.32438
178,1.0154
179,0.69274
180,0.57959
181,-0.16674
182,-0.9842
183,-1.0066
184,0.1819
185,0.71334
186,-0.5715
187,-1.1056
188,-1.1389
189,-1.1315
190,-1.0667
191,-1.0082
192,-0.88186
193,-0.43147
194,0.10978
195,1.0858
196,0.26125
197,-0.60465
198,-1.0738
199,-1.1029
200,-1.0745
201,-1.1196
202,-1.0859
203,-1.0077
204,-0.86135
205,-0.69741
206,-0.80407
207,-0.98675
208,-1.0322
209,-0.91565
210,-0.5636
211,-0.047433
212,0.37483
213,0.67948
214,1.1145
215,1.3186
216,0.78361
217,0.54201
218,1.3465
219,0.58838
220,0.5021
221,-0.010227
222,-0.37644
223,0.10842
224,0.93812
225,0.65534
226,-0.082785
227,-0.51042
228,-0.61574
229,-0.84164
230,-1.1229
231,-0.98761
232,0.016656
233,1.1326
234,0.76255
235,-0.20934
236,-0.89811
237,-1.1283
238,-1.0464
239,-0.5699
240,-0.0036598
241,0.52143
242,1.1822
243,0.18822
244,-0.63648
245,-0.86568
246,-0.96619
247,-1.0105
248,-1.0381
249,-1.0813
250,-1.102
251,-1.0623
252,-0.41195
253,0.69901
254,-0.87726
255,-1.0959
256,-0.60917
257,-0.070856
258,0.36455
259,0.70282
260,1.1134
261,0.85967
262,-0.018769
263,-0.64947
264,-1.0345
265,-1.1058
266,-0.64316
267,0.2089
268,1.2038
269,0.73336
270,0.064015
271,-0.26131
272,-0.46654
273,-0.7418
274,-0.95818
275,-1.0705
276,-1.0906
277,-1.107
278,-1.1289
279,-1.1398
280,-1.0917
281,-0.98766
282,-0.96643
283,-0.92222
284,-1.0412
285,-1.1401
286,-1.1127
287,-1.0756
288,-1.0949
289,-1.1402
290,-1.0607
291,-0.74228
292,0.12971
293,0.79587
294,-0.30836
295,-0.81811
296,-1.1111
297,-1.1199
298,-0.87214
299,-0.49594
300,-0.49064
301,-0.58836
302,-0.77743
303,-0.98003
304,-1.0924
305,-1.1357
306,-1.1387
307,-1.1309
308,-1.1297
309,-1.1399
310,-1.1175
311,-1.0801
312,-0.9424
313,-0.53492
314,0.028402
315,0.72493
316,1.1987
317,0.49802
318,-0.20638
319,-0.4924
320,-0.63828
321,-0.90036
322,-1.0967
323,-1.1353
324,-1.1262
325,-1.1336
326,-1.1221
327,-0.95441
328,-0.49859
329,0.15801
330,0.6781
331,1.2171
332,0.8003
333,0.10049
334,-0.39913
335,-0.69384
336,-0.89551
337,-0.82255
338,-0.64028
339,-0.74067
340,-0.80665
341,-0.78938
342,-0.65577
343,-0.48756
344,-0.4402
345,-0.44662
346,-0.58036
347,-0.66185
348,-0.51174
349,-0.24385
350,-0.40951
351,-0.85018
352,-1.0874
353,-1.139
354,-1.0582
355,-0.80449
356,-0.43978
357,0.0047404
358,0.8924
359,1.0586
360,0.63274
361,0.043471
362,-0.42622
363,-0.59271
364,-0.44216
365,-0.091026
366,0.34493
367,0.84748
368,1.1645
369,0.63731
370,0.35132
371,0.17763
372,0.47283
373,1.2631
374,1.0418
375,0.957
376,0.64917
377,0.32507
378,0.17302
379,0.073267
380,-0.1106
381,-0.19715
382,-0.13443
383,-0.11122
384,-0.27712
385,-0.52815
386,-0.26489
387,0.1141
388,0.046684
389,-0.06613
390,-0.3433
391,-0.43585
392,-0.37537
393,-0.24293
394,-0.25926
395,-0.49337
396,-0.59611
397,-0.56608
398,-0.45676
399,-0.33975
400,-0.1729
401,0.11646
402,0.23075
403,0.27362
404,0.35835
405,0.45526
406,0.37167
407,-0.025249
408,-0.38918
409,-0.71877
410,-0.91627
411,-1.0058
412,-1.0832
413,-1.1197
414,-1.1381
415,-1.128
416,-1.0655
417,-0.97222
418,-0.92292
419,-0.91454
420,-0.93364
421,-0.95714
422,-0.94064
423,-0.96566
424,-1.0012
425,-0.97531
426,-0.90461
427,-0.8448
428,-0.8883
429,-0.94557
430,-0.89182
431,-0.77498
432,-0.79127
433,-0.90425
434,-1.0062
435,-1.0323
436,-0.99551
437,-0.92997
438,-0.85313
439,-0.9104
440,-1.0969
441,-1.1287
442,-1.0004
443,-0.73275
444,-0.37455
445,0.047356
446,0.51206
447,0.98937
448,1.3073
449,1.3377
450,1.2677
451,1.1085
452,0.97473
453,1.0287
454,1.0663
455,0.8967
456,1.0867
457,1.2934
458,1.3226
459,1.2682
